target,model,estimator,residual_def,rung,n_q,n_obs,sigma2_person,sigma2_set,sigma2_question,sigma2_resid,nu_mean,vpc_person,vpc_person_lo,vpc_person_hi,vpc_set,vpc_question,vpc_resid,Erho2,Erho2_lo,Erho2_hi,Phi,Phi_lo,Phi_hi,rhat_max,divergences,converged
openness,m0,gaussian,scale,L0,4,2011,0.3392479135646437,0.0013563552697163307,0.0005948699729968663,0.9367315159702418,,0.26500098949430806,0.21864252102980083,0.3129486488955334,0.0010586884643332794,0.00046530908458433537,0.7334750129567742,0.5896490999966707,0.5288094506184604,0.6457218377703311,0.5893010822713844,0.5281451334579893,0.6456390192945972,1.0029,0,True
openness,m0,gaussian,scale,L0,6,2011,0.3392479135646437,0.0013563552697163307,0.0005948699729968663,0.9367315159702418,,0.26500098949430806,0.21864252102980083,0.3129486488955334,0.0010586884643332794,0.00046530908458433537,0.7334750129567742,0.6827664358814786,0.6273419882241147,0.7321878988263566,0.6824548889508689,0.6267185294315629,0.732116907770812,1.0029,0,True
openness,m0,gaussian,scale,L0,17,2011,0.3392479135646437,0.0013563552697163307,0.0005948699729968663,0.9367315159702418,,0.26500098949430806,0.21864252102980083,0.3129486488955334,0.0010586884643332794,0.00046530908458433537,0.7334750129567742,0.8587789677021735,0.8266809267728732,0.885664938119229,0.8586043604801378,0.826298624921055,0.8856282754769196,1.0029,0,True
openness,m1,gaussian,scale,L0,4,2011,0.326956653028569,0.001392123151134496,0.0006060787690049798,0.9353913202459766,,0.25813217834514657,0.2130273450190081,0.3058231283048201,0.001097533624420111,0.0004786403733132932,0.7402916476571201,0.5810340233629411,0.5203148034696666,0.638584777652698,0.5806743504793904,0.5198698794903633,0.6379723807680445,1.0012,0,True
openness,m1,gaussian,scale,L0,6,2011,0.326956653028569,0.001392123151134496,0.0006060787690049798,0.9353913202459766,,0.25813217834514657,0.2130273450190081,0.3058231283048201,0.001097533624420111,0.0004786403733132932,0.7402916476571201,0.6750265988312516,0.6193450151619696,0.726053735010253,0.6747025117239491,0.6189246719237657,0.7255258450756153,1.0012,0,True
openness,m1,gaussian,scale,L0,17,2011,0.326956653028569,0.001392123151134496,0.0006060787690049798,0.9353913202459766,,0.25813217834514657,0.2130273450190081,0.3058231283048201,0.001097533624420111,0.0004786403733132932,0.7402916476571201,0.8544123846457786,0.8217461622654815,0.8824819014192348,0.8542284875229564,0.8214849021973037,0.8822065413549391,1.0012,0,True
openness,m1d,gaussian,scale,L0,4,2011,0.18905851138311147,0.0021691657610403564,0.0007729093068592526,0.9306936682482757,,0.1680898202229236,0.1256709870510893,0.21301587830926752,0.0019240251717379641,0.0006889081857329349,0.8292972464196054,0.44578795580418684,0.3654143740236802,0.5203998480020791,0.44521782385761743,0.3650538857507125,0.5198528063443006,1.0011,0,True
openness,m1d,gaussian,scale,L0,6,2011,0.18905851138311147,0.0021691657610403564,0.0007729093068592526,0.9306936682482757,,0.1680898202229236,0.1256709870510893,0.21301587830926752,0.0019240251717379641,0.0006889081857329349,0.8292972464196054,0.5461624279243265,0.46344654564118654,0.6194253444174397,0.5455908069737558,0.4630599124044814,0.6189085389740209,1.0011,0,True
openness,m1d,gaussian,scale,L0,17,2011,0.18905851138311147,0.0021691657610403564,0.0007729093068592526,0.9306936682482757,,0.1680898202229236,0.1256709870510893,0.21301587830926752,0.0019240251717379641,0.0006889081857329349,0.8292972464196054,0.7721948820854225,0.7099165375044073,0.8217960687374527,0.7717890096655379,0.7095962086736944,0.8214748710562717,1.0011,0,True
openness,m0_filt,gaussian,scale,L0,4,1920,0.3398526224941459,0.0016288466693980454,0.0006591774268414674,0.9567009025245216,,0.2611934998387089,0.21462384589310168,0.30983500907195166,0.0012473616252905398,0.0005068547277582411,0.7370522838082424,0.5849144949769298,0.5225504779182509,0.642557654951992,0.5845049226178552,0.5222399462568516,0.6423098249422419,1.0013,0,True
openness,m0_filt,gaussian,scale,L0,6,1920,0.3398526224941459,0.0016288466693980454,0.0006591774268414674,0.9567009025245216,,0.2611934998387089,0.21462384589310168,0.30983500907195166,0.0012473616252905398,0.0005068547277582411,0.7370522838082424,0.6785086530137634,0.6214549312004871,0.7294724341128824,0.6781406379246397,0.6211620908857945,0.7292594746564652,1.0013,0,True
openness,m0_filt,gaussian,scale,L0,17,1920,0.3398526224941459,0.0016288466693980454,0.0006591774268414674,0.9567009025245216,,0.2611934998387089,0.21462384589310168,0.30983500907195166,0.0012473616252905398,0.0005068547277582411,0.7370522838082424,0.8563718513926692,0.8230547162429914,0.8842596534113534,0.8561641277725541,0.8228733817929711,0.8841491912210554,1.0013,0,True
openness,m0_robust,t,scale,L0,4,2011,0.2299070670998913,0.0013436977186632743,0.0011196574111348152,0.2881033441513616,2.7547211258215634,0.44104367727081645,0.37912733698657725,0.5053444731635874,0.0025689137704183987,0.002159175439013265,0.5542282335197519,0.7592589070286686,0.7111223013604575,0.8041360445068941,0.7584161311871125,0.7095172225442264,0.8033986653142265,1.003,0,True
openness,m0_robust,t,scale,L0,6,2011,0.2299070670998913,0.0013436977186632743,0.0011196574111348152,0.2881033441513616,2.7547211258215634,0.44104367727081645,0.37912733698657725,0.5053444731635874,0.0025689137704183987,0.002159175439013265,0.5542282335197519,0.8253407052743582,0.7868943757662376,0.8603035284501027,0.8246763311776235,0.7855833688448004,0.8597407231138247,1.003,0,True
openness,m0_robust,t,scale,L0,17,2011,0.2299070670998913,0.0013436977186632743,0.0011196574111348152,0.2881033441513616,2.7547211258215634,0.44104367727081645,0.37912733698657725,0.5053444731635874,0.0025689137704183987,0.002159175439013265,0.5542282335197519,0.9303847567852579,0.9127560095999895,0.9457957404883286,0.9300863656234144,0.9121328364657943,0.9455555666090053,1.003,0,True
openness,m0_robust,t,marginal,L0,4,2011,0.2299070670998913,0.0013436977186632743,0.0011196574111348152,1.1099959744369468,2.7547211258215634,0.17517874192772964,0.1140036141552843,0.2342271268703231,0.0010192385116007867,0.0008459498035730315,0.8229560697570965,0.45649822820559743,0.3398314437676465,0.550458987180385,0.4561913741335452,0.3397993738638601,0.5502547433971932,1.003,0,True
openness,m0_robust,t,marginal,L0,6,2011,0.2299070670998913,0.0013436977186632743,0.0011196574111348152,1.1099959744369468,2.7547211258215634,0.17517874192772964,0.1140036141552843,0.2342271268703231,0.0010192385116007867,0.0008459498035730315,0.8229560697570965,0.5563473322774785,0.43571272347225304,0.6474822646353281,0.5560443053047393,0.43567757249617134,0.6472938571770324,1.003,0,True
openness,m0_robust,t,marginal,L0,17,2011,0.2299070670998913,0.0013436977186632743,0.0011196574111348152,1.1099959744369468,2.7547211258215634,0.17517874192772964,0.1140036141552843,0.2342271268703231,0.0010192385116007867,0.0008459498035730315,0.8229560697570965,0.7784936633852809,0.6862990948375006,0.838815937404772,0.7782848874250776,0.686268304332652,0.8387043162742082,1.003,0,True
conscientiousness,m0,gaussian,scale,L0,4,2011,0.17613036967263934,0.0008725540017428753,0.00038462141075243985,0.5962956721456911,,0.2272717619132256,0.18237728581954218,0.2739233330493471,0.001122634430180886,0.0004972623822827807,0.7711083412743107,0.5395292163683568,0.47219455474606414,0.6016451486814952,0.5391687074029012,0.47152357413110985,0.6014443825003816,1.0005,0,True
conscientiousness,m0,gaussian,scale,L0,6,2011,0.17613036967263934,0.0008725540017428753,0.00038462141075243985,0.5962956721456911,,0.2272717619132256,0.18237728581954218,0.2739233330493471,0.001122634430180886,0.0004972623822827807,0.7711083412743107,0.6369551730576705,0.5730065455469343,0.6937669594985475,0.6366198928608789,0.5723476551433431,0.6935889768153216,1.0005,0,True
conscientiousness,m0,gaussian,scale,L0,17,2011,0.17613036967263934,0.0008725540017428753,0.00038462141075243985,0.5962956721456911,,0.2272717619132256,0.18237728581954218,0.2739233330493471,0.001122634430180886,0.0004972623822827807,0.7711083412743107,0.8320339232965533,0.7917625171396407,0.8652087588892999,0.8318314392118344,0.791318253512924,0.8651110454395982,1.0005,0,True
conscientiousness,m1,gaussian,scale,L0,4,2011,0.17192997134364754,0.0008632583978619587,0.00038227738666473087,0.5962388352573925,,0.22305388097186815,0.17874065938572123,0.2711219690412662,0.0011192769926293077,0.0004964573711901516,0.7753303846643124,0.5334610519285222,0.46562367712609826,0.5982997374618984,0.5331028992259765,0.4654032049326642,0.5980524232877173,1.0016,0,True
conscientiousness,m1,gaussian,scale,L0,6,2011,0.17192997134364754,0.0008632583978619587,0.00038227738666473087,0.5962388352573925,,0.22305388097186815,0.17874065938572123,0.2711219690412662,0.0011192769926293077,0.0004964573711901516,0.7753303846643124,0.6312753512117025,0.5665386183206266,0.6907975960099364,0.6309407488915777,0.566321001359883,0.6905777779477965,1.0016,0,True
conscientiousness,m1,gaussian,scale,L0,17,2011,0.17192997134364754,0.0008632583978619587,0.00038227738666473087,0.5962388352573925,,0.22305388097186815,0.17874065938572123,0.2711219690412662,0.0011192769926293077,0.0004964573711901516,0.7753303846643124,0.8285600657585189,0.7873786560515412,0.8635748719200499,0.8283561085588167,0.7872302698225684,0.8634536051506773,1.0016,0,True
conscientiousness,m1d,gaussian,scale,L0,4,2011,0.11581423475104986,0.0010838667036485888,0.00043989909176438824,0.597778209309182,,0.161669992019307,0.11921914344910466,0.20565305306960863,0.0015096378288936535,0.0006152124385216363,0.8362051577132776,0.43408558349367243,0.3517082687967695,0.5095769530504457,0.43364397139279415,0.35124955908286953,0.5087402529182828,1.0015,0,True
conscientiousness,m1d,gaussian,scale,L0,6,2011,0.11581423475104986,0.0010838667036485888,0.00043989909176438824,0.597778209309182,,0.161669992019307,0.11921914344910466,0.20565305306960863,0.0015096378288936535,0.0006152124385216363,0.8362051577132776,0.5343196444935641,0.44866313576326683,0.6091587895668663,0.533873074215858,0.44816539068638056,0.6083614103360138,1.0015,0,True
conscientiousness,m1d,gaussian,scale,L0,17,2011,0.11581423475104986,0.0010838667036485888,0.00043989909176438824,0.597778209309182,,0.161669992019307,0.11921914344910466,0.20565305306960863,0.0015096378288936535,0.0006152124385216363,0.8362051577132776,0.7636023389705732,0.6974913489020574,0.8153614648476752,0.7632788985494615,0.6970665693773552,0.8148569119447959,1.0015,0,True
conscientiousness,m0_filt,gaussian,scale,L0,4,1920,0.17313884225549828,0.0009762166755485846,0.00041020760092053403,0.6071771327223846,,0.22113818557118006,0.17700804033891973,0.26798201779397574,0.001243892100298427,0.0005246651973103198,0.7770932571312112,0.5307528117679577,0.4625220014499314,0.59458402774528,0.5303559085342031,0.46245656796702433,0.5942129288438212,1.0016,0,True
conscientiousness,m0_filt,gaussian,scale,L0,6,1920,0.17313884225549828,0.0009762166755485846,0.00041020760092053403,0.6071771327223846,,0.22113818557118006,0.17700804033891973,0.26798201779397574,0.001243892100298427,0.0005246651973103198,0.7770932571312112,0.6287425827022501,0.5634735460319787,0.6874905819815774,0.6283701773815314,0.5634088013798242,0.6871597799467545,1.0016,0,True
conscientiousness,m0_filt,gaussian,scale,L0,17,1920,0.17313884225549828,0.0009762166755485846,0.00041020760092053403,0.6071771327223846,,0.22113818557118006,0.17700804033891973,0.26798201779397574,0.001243892100298427,0.0005246651973103198,0.7770932571312112,0.8270126787749612,0.7852833376992775,0.8617459295122651,0.8267837463603737,0.7852389522955132,0.8615624391896337,1.0016,0,True
conscientiousness,m0_robust,t,scale,L0,4,2011,0.15353345181548603,0.001158820410227532,0.0005240006782447044,0.2547865318536319,3.684024043433806,0.3739665081473236,0.3125413100143649,0.4367760361696143,0.0028066490359240945,0.0012800033265376732,0.6219468394902147,0.704615297327988,0.6462536799208894,0.7569389950244328,0.7036797927138732,0.6452053056682879,0.7562147290597204,1.0025,0,True
conscientiousness,m0_robust,t,scale,L0,6,2011,0.15353345181548603,0.001158820410227532,0.0005240006782447044,0.2547865318536319,3.684024043433806,0.3739665081473236,0.3125413100143649,0.4367760361696143,0.0028066490359240945,0.0012800033265376732,0.6219468394902147,0.7813220972802014,0.7326436820752843,0.8236732800808532,0.780554263706539,0.7317450607164443,0.8231013945494012,1.0025,0,True
conscientiousness,m0_robust,t,scale,L0,17,2011,0.15353345181548603,0.001158820410227532,0.0005240006782447044,0.2547865318536319,3.684024043433806,0.3739665081473236,0.3125413100143649,0.4367760361696143,0.0028066490359240945,0.0012800033265376732,0.6219468394902147,0.9098985126913931,0.8859002260335327,0.9297522049497312,0.9095300030804602,0.8854361720232364,0.9294949182480869,1.0025,0,True
conscientiousness,m0_robust,t,marginal,L0,4,2011,0.15353345181548603,0.001158820410227532,0.0005240006782447044,0.5676864504165058,3.684024043433806,0.21286584890428872,0.1675277160476583,0.26072855928375643,0.001600366536214371,0.0007254067682542292,0.7848083777912427,0.5185689714701703,0.4462303281360363,0.5855348902677394,0.5180613432226815,0.4459725672254933,0.5851883168475264,1.0025,0,True
conscientiousness,m0_robust,t,marginal,L0,6,2011,0.15353345181548603,0.001158820410227532,0.0005240006782447044,0.5676864504165058,3.684024043433806,0.21286584890428872,0.1675277160476583,0.26072855928375643,0.001600366536214371,0.0007254067682542292,0.7848083777912427,0.6172121996541955,0.5472464993771036,0.6793970087126612,0.6167327650861882,0.5469880241171624,0.6790859060828771,1.0025,0,True
conscientiousness,m0_robust,t,marginal,L0,17,2011,0.15353345181548603,0.001158820410227532,0.0005240006782447044,0.5676864504165058,3.684024043433806,0.21286584890428872,0.1675277160476583,0.26072855928375643,0.001600366536214371,0.0007254067682542292,0.7848083777912427,0.8197955033198551,0.7739944914260527,0.8572281200057051,0.8194965522155279,0.7738119619892267,0.8570532716919128,1.0025,0,True
extraversion,m0,gaussian,scale,L0,4,2011,0.3329612690635095,0.0013568176944838552,0.0005642729534538785,0.8802548493275546,,0.2735040480473969,0.22704939115201322,0.3223861873349756,0.0011126540369484532,0.0004643005487406444,0.724918997366914,0.6001269302314588,0.540817313882946,0.6558282445537296,0.5997599004399147,0.5402245790783398,0.6555367595386379,1.002,0,True
extraversion,m0,gaussian,scale,L0,6,2011,0.3329612690635095,0.0013568176944838552,0.0005642729534538785,0.8802548493275546,,0.2735040480473969,0.22704939115201322,0.3223861873349756,0.0011126540369484532,0.0004643005487406444,0.724918997366914,0.6921241386412248,0.6385551341941582,0.7408177609305113,0.6917978825287173,0.6380041160455936,0.7405697818044701,1.002,0,True
extraversion,m0,gaussian,scale,L0,17,2011,0.3329612690635095,0.0013568176944838552,0.0005642729534538785,0.8802548493275546,,0.2735040480473969,0.22704939115201322,0.3223861873349756,0.0011126540369484532,0.0004643005487406444,0.724918997366914,0.8639992639910239,0.8334880627820764,0.890091600550244,0.8638188803074484,0.83315657164903,0.8899652294619457,1.002,0,True
extraversion,m1,gaussian,scale,L0,4,2011,0.31700658223567174,0.001395691590498656,0.0005672464761305843,0.8798956790051077,,0.26398897570452406,0.2194562555947476,0.31115281963323077,0.0011611554034303313,0.00047232365861123946,0.7343775452334343,0.5884964245541527,0.5296392056843932,0.6440927705328306,0.5881146250561213,0.5293304118677251,0.6437227908259416,1.0025,0,True
extraversion,m1,gaussian,scale,L0,6,2011,0.31700658223567174,0.001395691590498656,0.0005672464761305843,0.8798956790051077,,0.26398897570452406,0.2194562555947476,0.31115281963323077,0.0011611554034303313,0.00047232365861123946,0.7343775452334343,0.6817518473386877,0.6281202525242625,0.730790664045733,0.6814098867035779,0.6278306812503766,0.7304730957917565,1.0025,0,True
extraversion,m1,gaussian,scale,L0,17,2011,0.31700658223567174,0.001395691590498656,0.0005672464761305843,0.8798956790051077,,0.26398897570452406,0.2194562555947476,0.31115281963323077,0.0011611554034303313,0.00047232365861123946,0.7343775452334343,0.8582285224898296,0.8271575879163799,0.8849425996729512,0.8580367317651459,0.8269803096658226,0.8847782031394741,1.0025,0,True
extraversion,m1d,gaussian,scale,L0,4,2011,0.23558491607263576,0.001729372081820502,0.0006579917498569683,0.8816619877352125,,0.2100356927974144,0.16434423770033627,0.256786869849263,0.0015383451793044075,0.000586819594590132,0.787839142428691,0.5143164530114172,0.4403987257994683,0.5806482265876103,0.5138306382558594,0.4402964148125318,0.5801911056024065,1.0006,0,True
extraversion,m1d,gaussian,scale,L0,6,2011,0.23558491607263576,0.001729372081820502,0.0006579917498569683,0.8816619877352125,,0.2100356927974144,0.16434423770033627,0.256786869849263,0.0015383451793044075,0.000586819594590132,0.787839142428691,0.6131787537132307,0.5413853741649657,0.6750027591054523,0.6127176539698933,0.5412822952181876,0.6745908522112698,1.0006,0,True
extraversion,m1d,gaussian,scale,L0,17,2011,0.23558491607263576,0.001729372081820502,0.0006579917498569683,0.8816619877352125,,0.2100356927974144,0.16434423770033627,0.256786869849263,0.0015383451793044075,0.000586819594590132,0.787839142428691,0.8172554539482907,0.7698341514292755,0.8547501621120451,0.8169650253326959,0.7697605825070545,0.8545169719593815,1.0006,0,True
extraversion,m0_filt,gaussian,scale,L0,4,1920,0.3278781785216173,0.0015357167324156235,0.0006351488734548278,0.8739544656470514,,0.27181369025793833,0.222297724416199,0.32107019004587123,0.001270908360833406,0.0005281493447377681,0.7263872520364905,0.5980433696496144,0.5336652611192647,0.6547696395281605,0.5976241007338059,0.5334420414500572,0.6541737189665896,1.0041,0,True
extraversion,m0_filt,gaussian,scale,L0,6,1920,0.3278781785216173,0.0015357167324156235,0.0006351488734548278,0.8739544656470514,,0.27181369025793833,0.222297724416199,0.32107019004587123,0.001270908360833406,0.0005281493447377681,0.7263872520364905,0.6902485733290014,0.6318892268013141,0.7399168987405941,0.689875442222039,0.6316805744777348,0.7394094601861397,1.0041,0,True
extraversion,m0_filt,gaussian,scale,L0,17,1920,0.3278781785216173,0.0015357167324156235,0.0006351488734548278,0.8739544656470514,,0.27181369025793833,0.222297724416199,0.32107019004587123,0.001270908360833406,0.0005281493447377681,0.7263872520364905,0.8629372761169407,0.8294570375210876,0.8896322845560738,0.8627304799224252,0.8293301240080396,0.8893732769605023,1.0041,0,True
extraversion,m0_robust,t,scale,L0,4,2011,0.25932638989144263,0.001334041688225038,0.0018372751707005416,0.27940198658925713,2.934615510016661,0.47779773791368346,0.4154927127687495,0.5361250529486516,0.002450172251324335,0.003397470128232601,0.5163546197067597,0.7853902965896004,0.7409721843900143,0.8228462365931316,0.7845952127665985,0.7398117116359828,0.8221594215379905,1.0032,0,True
extraversion,m0_robust,t,scale,L0,6,2011,0.25932638989144263,0.001334041688225038,0.0018372751707005416,0.27940198658925713,2.934615510016661,0.47779773791368346,0.4154927127687495,0.5361250529486516,0.002450172251324335,0.003397470128232601,0.5163546197067597,0.8457802456359375,0.810995661560482,0.874485715029415,0.8451640648774901,0.8100684884417848,0.8739684391264322,1.0032,0,True
extraversion,m0_robust,t,scale,L0,17,2011,0.25932638989144263,0.001334041688225038,0.0018372751707005416,0.27940198658925713,2.934615510016661,0.47779773791368346,0.4154927127687495,0.5361250529486516,0.002450172251324335,0.003397470128232601,0.5163546197067597,0.9394522715683964,0.9239977434186296,0.9517850579982321,0.9391828966045441,0.9235726691233298,0.951568708906353,1.0032,0,True
extraversion,m0_robust,t,marginal,L0,4,2011,0.25932638989144263,0.001334041688225038,0.0018372751707005416,0.9092358413838074,2.934615510016661,0.22371093631360464,0.16249703965802437,0.2824089002851612,0.0011503078065254755,0.0015679035204743499,0.7735708523593955,0.5334270742925963,0.4369785032840843,0.6121158879812819,0.5330590351084808,0.4369694382312653,0.6115305702319721,1.0032,0,True
extraversion,m0_robust,t,marginal,L0,6,2011,0.25932638989144263,0.001334041688225038,0.0018372751707005416,0.9092358413838074,2.934615510016661,0.22371093631360464,0.16249703965802437,0.2824089002851612,0.0011503078065254755,0.0015679035204743499,0.7735708523593955,0.6309349642973486,0.5379347860825976,0.7030115594648108,0.6305916232472625,0.5379256276784673,0.7024967390514494,1.0032,0,True
extraversion,m0_robust,t,marginal,L0,17,2011,0.25932638989144263,0.001334041688225038,0.0018372751707005416,0.9092358413838074,2.934615510016661,0.22371093631360464,0.16249703965802437,0.2824089002851612,0.0011503078065254755,0.0015679035204743499,0.7735708523593955,0.8279488306779922,0.7673638055210926,0.8702458206803038,0.8277397541671763,0.7673572278953901,0.8699672747278281,1.0032,0,True
agreeableness,m0,gaussian,scale,L0,4,2011,0.3625179884834921,0.0016340908641452124,0.0006799379391582565,1.0893478584509158,,0.2488650927826743,0.20427233005376894,0.29435409493814907,0.0011201672591558403,0.00046781074746176456,0.7495469292107081,0.5690850450792638,0.5068980500572001,0.6255217645289175,0.5687198769539438,0.5066224656011271,0.6252668269293621,1.001,0,True
agreeableness,m0,gaussian,scale,L0,6,2011,0.3625179884834921,0.0016340908641452124,0.0006799379391582565,1.0893478584509158,,0.2488650927826743,0.20427233005376894,0.29435409493814907,0.0011201672591558403,0.00046781074746176456,0.7495469292107081,0.6642057976022978,0.6066039054988173,0.714739949328161,0.6638735178025953,0.6063407703448546,0.7145180297641488,1.001,0,True
agreeableness,m0,gaussian,scale,L0,17,2011,0.3625179884834921,0.0016340908641452124,0.0006799379391582565,1.0893478584509158,,0.2488650927826743,0.20427233005376894,0.29435409493814907,0.0011201672591558403,0.00046781074746176456,0.7495469292107081,0.8482123363164467,0.8137423590450659,0.8765298593044387,0.8480201774680751,0.813575195819344,0.8764120415193126,1.001,0,True
agreeableness,m1,gaussian,scale,L0,4,2011,0.34150100831647173,0.0016101623744076742,0.0006823178617571597,1.088267190644985,,0.2380677181618407,0.19416782767729585,0.28505242901814637,0.0011202498450412822,0.00047598984191852997,0.7603360421511995,0.5545643648155738,0.4909312630004729,0.615283607371553,0.554201168613444,0.49078647770679373,0.6146161960413505,1.0019,0,True
agreeableness,m1,gaussian,scale,L0,6,2011,0.34150100831647173,0.0016101623744076742,0.0006823178617571597,1.088267190644985,,0.2380677181618407,0.19416782767729585,0.28505242901814637,0.0011202498450412822,0.00047598984191852997,0.7603360421511995,0.6508915629119261,0.5912623165719397,0.7057937489758346,0.6505583397442419,0.591122300581398,0.7052081259546089,1.0019,0,True
agreeableness,m1,gaussian,scale,L0,17,2011,0.34150100831647173,0.0016101623744076742,0.0006823178617571597,1.088267190644985,,0.2380677181618407,0.19416782767729585,0.28505242901814637,0.0011202498450412822,0.00047598984191852997,0.7603360421511995,0.8403964122896594,0.8038668776862554,0.8717471682106911,0.8402005379047287,0.8037755207115761,0.8714317045378186,1.0019,0,True
agreeableness,m1d,gaussian,scale,L0,4,2011,0.21546436463547405,0.0020500840991782183,0.0008298550676825434,1.0901524188530838,,0.16439579590922485,0.12190296888662505,0.20981771089028156,0.0015579338627922223,0.0006336860941095261,0.8334125841338733,0.4390095465583254,0.35705803460588836,0.5156410681179716,0.4385510262279969,0.3570393871211833,0.5150628923626388,1.0032,0,True
agreeableness,m1d,gaussian,scale,L0,6,2011,0.21546436463547405,0.0020500840991782183,0.0008298550676825434,1.0901524188530838,,0.16439579590922485,0.12190296888662505,0.20981771089028156,0.0015579338627922223,0.0006336860941095261,0.8334125841338733,0.5393005707617279,0.454453850937234,0.6149220562945396,0.5388388436026064,0.4544337119352173,0.6143737724184981,1.0032,0,True
agreeableness,m1d,gaussian,scale,L0,17,2011,0.21546436463547405,0.0020500840991782183,0.0008298550676825434,1.0901524188530838,,0.16439579590922485,0.12190296888662505,0.20981771089028156,0.0015579338627922223,0.0006336860941095261,0.8334125841338733,0.7672123940979657,0.7024021093660934,0.8189876202643405,0.7668811447682267,0.702385128880115,0.8186442118530722,1.0032,0,True
agreeableness,m0_filt,gaussian,scale,L0,4,1920,0.36522753903039,0.0017398954542846897,0.0007682373376342606,1.1124821223758719,,0.24629155907989606,0.19961149881316942,0.2940524471163881,0.0011717238165239831,0.0005184684124697738,0.7520182486911102,0.5656010455717868,0.49959776184762156,0.6257256365747399,0.5652196794897016,0.4993925243512598,0.6249263864674903,1.0054,0,True
agreeableness,m0_filt,gaussian,scale,L0,6,1920,0.36522753903039,0.0017398954542846897,0.0007682373376342606,1.1124821223758719,,0.24629155907989606,0.19961149881316942,0.2940524471163881,0.0011717238165239831,0.0005184684124697738,0.7520182486911102,0.6609997284373842,0.5996137891584323,0.7149173864291447,0.6606518318088606,0.5994166816253287,0.7142216133336902,1.0054,0,True
agreeableness,m0_filt,gaussian,scale,L0,17,1920,0.36522753903039,0.0017398954542846897,0.0007682373376342606,1.1124821223758719,,0.24629155907989606,0.19961149881316942,0.2940524471163881,0.0011717238165239831,0.0005184684124697738,0.7520182486911102,0.8463163738829996,0.8092755932931609,0.8766240317360345,0.8461141830718618,0.8091488486304856,0.8762546077641433,1.0054,0,True
agreeableness,m0_robust,t,scale,L0,4,2011,0.2548882237560203,0.0014753817068556773,0.004381940234423927,0.28599763476070683,2.596120178437779,0.46553175538297703,0.40365143155145183,0.5286038108580453,0.0026881876277437054,0.007977769246621027,0.5238022877426581,0.776960522197183,0.7313031799935099,0.8185858523908857,0.7760846921586799,0.7302754867081485,0.8176989301166846,1.006,0,True
agreeableness,m0_robust,t,scale,L0,6,2011,0.2548882237560203,0.0014753817068556773,0.004381940234423927,0.28599763476070683,2.596120178437779,0.46553175538297703,0.40365143155145183,0.5286038108580453,0.0026881876277437054,0.007977769246621027,0.5238022877426581,0.839223401427983,0.8032464340825415,0.8712729310795749,0.8385405289395805,0.8024195617701615,0.8706028752395956,1.006,0,True
agreeableness,m0_robust,t,scale,L0,17,2011,0.2548882237560203,0.0014753817068556773,0.004381940234423927,0.28599763476070683,2.596120178437779,0.46553175538297703,0.40365143155145183,0.5286038108580453,0.0026881876277437054,0.007977769246621027,0.5238022877426581,0.9365694723820799,0.9204270415855973,0.9504387639486672,0.9362680484375091,0.9200436095923407,0.9501572119101818,1.006,0,True
